,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
374,Maraã,-1.83,-65.37,74.48,86,100,1.25,BR,1601447558
375,Marau,-28.45,-52.2,63.7,95,48,2.95,BR,1601447558
376,Marawi,8.0,124.29,84.0,79,90,7.0,PH,1601447558
377,Mareeba,-17.0,145.43,81.0,54,0,7.0,AU,1601447559
378,Margate,51.38,1.39,57.99,96,100,12.97,GB,1601447413
379,Marrakesh,31.63,-8.01,64.4,77,69,6.93,MA,1601447559
380,Marsaxlokk,35.84,14.54,73.0,83,20,2.24,MT,1601447559
381,Marzuq,14.4,46.47,85.57,21,18,3.4,YE,1601447560
382,Massaguet,12.48,15.44,75.2,94,20,8.05,TD,1601447560
383,Masvingo,-20.06,30.83,67.1,79,100,11.63,ZW,1601447560
384,Matamoros,25.53,-103.25,64.99,50,0,1.9,MX,1601447561
385,Mataura,-46.19,168.86,48.99,84,97,5.99,NZ,1601447561
386,Maţāy,28.42,30.78,91.94,29,0,15.23,EG,1601447561
387,Mbanza-Ngungu,-5.25,14.87,71.73,73,100,6.42,CD,1601447562
388,Mbekenyera,-10.0,38.98,87.06,34,85,7.14,TZ,1601447562
389,Makkah al Mukarramah,21.43,39.83,89.08,49,0,6.71,SA,1601447309
390,Mehamn,71.04,27.85,50.0,87,75,6.93,NO,1601447563
391,Merritt Island,28.54,-80.67,75.2,94,90,6.93,US,1601447435
392,Meulaboh,4.14,96.13,86.47,66,99,11.52,ID,1601447563
393,Meybod,32.25,54.02,68.0,22,75,2.64,IR,1601447563
394,Mildura,-34.2,142.15,64.4,55,75,12.75,AU,1601447564
395,Milton,34.13,-84.3,50.0,95,0,5.55,US,1601447407
396,Miranda,3.25,-76.23,68.0,88,75,3.36,CO,1601447565
397,Misratah,32.38,15.09,77.7,60,0,7.76,LY,1601447565
398,Mkushi,-13.62,29.39,82.6,29,6,9.4,ZM,1601447565
399,Mokhsogollokh,61.47,128.92,43.43,60,100,1.68,RU,1601447566
400,Monteagudo,-19.82,-63.98,62.13,67,0,1.92,BO,1601447566
401,Montepuez,-13.13,39.0,85.98,32,6,6.64,MZ,1601447567
402,Monterey,36.25,-121.25,66.0,93,90,3.67,US,1601447567
403,Moose Factory,51.26,-80.61,50.0,93,90,2.19,CA,1601447567
404,Morondava,-20.28,44.28,85.12,43,0,7.02,MG,1601447567
405,Mosquera,4.71,-74.23,51.8,81,75,5.82,CO,1601447567
406,Mount Gambier,-37.83,140.77,55.4,93,75,16.11,AU,1601447568
407,Mount Isa,-20.73,139.5,98.6,13,1,6.93,AU,1601447446
408,Moyale,3.52,39.06,66.51,83,100,7.99,KE,1601447568
409,Mpanda,-6.37,31.04,79.54,55,21,5.68,TZ,1601447569
410,Mtambile,-5.38,39.7,78.91,72,82,8.32,TZ,1601447569
411,Mūdbidri,13.08,74.98,84.2,70,40,11.41,IN,1601447570
412,Muisne,0.6,-80.03,72.9,86,100,9.31,EC,1601447570
413,Myitkyina,25.38,97.4,94.21,51,4,2.84,MM,1601447570
414,Myślibórz,52.92,14.87,51.01,99,13,1.99,PL,1601447571
415,Nacala,-14.54,40.67,80.6,65,20,6.93,MZ,1601447571
416,Namalenga,-10.95,39.1,86.36,38,86,5.95,TZ,1601447571
417,Mossamedes,-15.2,12.15,65.25,78,87,2.08,AO,1601447418
418,Nanortalik,60.14,-45.24,33.3,80,81,8.52,GL,1601447572
419,Narsaq,60.92,-46.05,28.4,46,51,8.05,GL,1601447572
420,Natchitoches,31.77,-93.13,51.8,100,1,3.71,US,1601447572
421,Naze,28.37,129.48,75.2,94,75,26.4,JP,1601447573
422,Necochea,-38.55,-58.74,54.0,82,3,4.0,AR,1601447426
423,Neuquén,-38.95,-68.06,57.2,40,41,12.75,AR,1601447422
424,New Norfolk,-42.78,147.06,62.01,56,100,5.01,AU,1601447574
425,Nikel,69.41,30.22,48.2,100,75,6.93,RU,1601447574
426,Nikolskoye,59.7,30.79,53.6,87,90,6.71,RU,1601447574
427,Nimāparha,20.07,86.02,84.2,94,75,8.05,IN,1601447574
428,Nioaque,-21.14,-55.83,78.44,43,0,3.27,BR,1601447575
429,Nishihara,26.18,127.76,78.8,88,90,23.04,JP,1601447575
430,Nogliki,51.83,143.17,54.48,75,6,6.71,RU,1601447576
431,Nome,64.5,-165.41,39.2,86,90,5.39,US,1601447576
432,Norman Wells,65.28,-126.83,35.6,83,40,3.36,CA,1601447576
433,North Branch,45.51,-92.98,48.99,91,98,4.0,US,1601447576
434,Noumea,-22.28,166.46,69.8,56,24,23.04,NC,1601447577
435,Novikovo,51.15,37.89,62.8,30,39,23.58,RU,1601447577
436,Novoil'insk,51.68,108.71,50.09,49,57,10.18,RU,1601447577
437,Novopokrovka,49.84,36.55,59.0,54,100,24.61,UA,1601447578
438,Novyy Urgal,51.07,132.56,53.65,47,0,2.21,RU,1601447578
439,Nsunga,-1.14,31.39,71.6,78,40,8.05,TZ,1601447578
440,Nuuk,64.18,-51.72,28.4,68,0,14.99,GL,1601447579
441,Nyakahanga,-1.6,31.14,78.57,51,53,0.74,TZ,1601447579
442,Ode,7.79,5.71,70.36,96,100,5.32,NG,1601447579
443,Okha,53.57,142.95,51.94,80,69,8.97,RU,1601447524
444,Okhotsk,59.38,143.3,48.81,70,100,4.29,RU,1601447580
445,Okoneshnikovo,54.84,75.08,47.66,52,91,10.2,RU,1601447580
446,Oleksandrivka,48.96,32.23,59.07,91,100,16.98,UA,1601447581
447,Olmos,-5.98,-79.75,62.01,87,98,2.8,PE,1601447581
448,Onguday,50.75,86.15,43.81,61,87,4.99,RU,1601447581
449,Onokhoy,51.93,108.07,50.0,53,75,15.66,RU,1601447582
450,Oriximiná,-1.77,-55.87,80.17,63,0,4.88,BR,1601447582
451,Orós,-6.24,-38.91,68.94,83,0,1.97,BR,1601447582
452,Ossora,59.24,163.07,42.4,91,1,1.25,RU,1601447583
453,Ostër,50.95,30.88,55.4,100,100,11.18,UA,1601447583
454,Ostrogozhsk,50.87,39.08,64.09,28,54,23.71,RU,1601447583
455,Ostrovnoy,68.05,39.51,49.6,76,16,15.28,RU,1601447583
456,Paamiut,61.99,-49.67,31.01,77,81,10.74,GL,1601447584
457,Pacific Grove,36.62,-121.92,59.0,93,90,6.53,US,1601447422
458,Padang,-0.95,100.35,84.79,69,83,3.62,ID,1601447584
459,Paita,-5.09,-81.11,61.11,86,46,8.93,PE,1601447585
460,Pamanukan,-6.28,107.81,90.09,51,0,14.83,ID,1601447585
461,Pangnirtung,66.15,-65.71,25.47,86,3,7.02,CA,1601447586
462,Pangody,65.85,74.49,43.47,72,100,7.94,RU,1601447529
463,Pareora,-44.49,171.21,51.01,47,81,3.0,NZ,1601447586
464,Pasni,25.26,63.47,88.61,36,0,6.29,PK,1601447587
465,Paso de los Toros,-32.82,-56.52,52.66,92,0,5.86,UY,1601447587
466,Pedasí,7.53,-80.03,78.98,81,100,5.5,PA,1601447587
467,Pemangkat,1.17,108.97,83.61,77,15,10.45,ID,1601447587
468,Pemberton,50.32,-122.8,54.0,89,0,0.96,CA,1601447374
469,Perevolotskiy,51.88,54.19,61.7,46,0,10.27,RU,1601447588
470,Petauke,-14.24,31.33,84.49,30,0,7.9,ZM,1601447588
471,Petropavlovsk-Kamchatskiy,53.05,158.65,53.6,87,6,4.47,RU,1601447588
472,Pevek,69.7,170.31,38.37,78,97,16.26,RU,1601447589
473,Phalaborwa,-23.94,31.14,64.4,72,100,12.41,ZA,1601447589
474,Piaçabuçu,-10.41,-36.43,73.63,80,18,9.93,BR,1601447589
475,Piet Retief,-27.01,30.81,53.29,88,99,4.5,ZA,1601447590
476,Pisco,-13.7,-76.22,62.6,82,90,3.36,PE,1601447418
477,Plotnikovo,55.02,85.94,42.8,52,37,6.71,RU,1601447590
478,Pokhara,28.23,83.98,81.84,63,60,4.18,NP,1601447591
479,Ponta do Sol,32.67,-17.1,68.0,77,75,8.05,PT,1601447591
480,Pontianak,-0.03,109.33,87.44,69,44,3.4,ID,1601447591
481,Port Alfred,-33.59,26.89,62.76,55,0,13.82,ZA,1601447592
482,Lüshunkou,38.8,121.27,66.2,34,0,13.42,CN,1601447592
483,Port Blair,11.67,92.75,85.21,73,3,19.24,IN,1601447592
484,Port Elizabeth,-33.92,25.57,57.2,67,0,6.93,ZA,1601447593
485,Port Hardy,50.7,-127.42,55.4,100,20,5.82,CA,1601447593
486,Port Keats,-14.25,129.55,85.14,66,38,9.91,AU,1601447594
487,Port Lincoln,-34.73,135.87,58.96,76,87,17.36,AU,1601447594
488,Port-Cartier,50.03,-66.87,57.2,100,90,5.91,CA,1601447594
489,Port-Gentil,-0.72,8.78,78.8,83,75,9.17,GA,1601447594
490,Portland,45.52,-122.68,66.2,77,75,1.59,US,1601446758
491,Porto-Novo,6.5,2.6,77.0,94,40,9.17,BJ,1601447595
492,Poum,-20.23,164.02,71.08,71,90,16.17,NC,1601447595
493,Praia,14.92,-23.51,77.0,83,20,11.41,CV,1601447596
494,Priiskovyy,51.93,116.63,57.63,37,17,2.86,RU,1601447596
495,Prince Rupert,54.32,-130.32,51.8,100,1,2.24,CA,1601447596
496,Puerto Ayora,-0.74,-90.35,66.99,91,93,5.99,EC,1601447597
497,Puerto Carreño,6.19,-67.49,76.82,91,75,4.72,CO,1601447597
498,Puerto Madryn,-42.77,-65.04,49.23,83,0,3.87,AR,1601447597
499,Punta Arenas,-53.15,-70.92,33.8,80,75,12.75,CL,1601447598
500,Qaanaaq,77.48,-69.36,14.16,78,0,7.0,GL,1601447400
501,Quelimane,-17.88,36.89,80.6,78,20,10.29,MZ,1601447598
502,Quesnel,53.0,-122.5,46.4,100,1,3.36,CA,1601447599
503,Ranfurly,-45.13,170.1,43.0,71,52,1.99,NZ,1601447599
504,Ravne,45.96,15.01,48.99,91,73,3.2,SI,1601447599
505,Rawson,-43.3,-65.1,46.62,91,99,11.3,AR,1601447421
506,Remedios,22.49,-79.55,75.2,94,40,2.24,CU,1601447600
507,Gemeente Rheden,52.02,6.05,55.4,100,54,3.36,NL,1601447600
508,Ribeira Grande,38.52,-28.7,60.8,82,20,4.7,PT,1601447600
509,Richards Bay,-28.78,32.04,65.97,70,94,2.39,ZA,1601447600
510,Rikitea,-23.12,-134.97,70.12,80,3,22.57,PF,1601447601
511,Rincon,32.3,-81.24,60.8,87,1,8.05,US,1601447354
512,Rio Branco,-9.97,-67.81,69.8,100,100,2.24,BR,1601447495
513,Río Cuarto,-33.13,-64.35,58.5,58,0,4.03,AR,1601447601
514,Rio Grande,-32.03,-52.1,51.01,96,0,4.65,BR,1601447602
515,Road Town,18.42,-64.62,82.99,87,28,14.0,VG,1601447376
516,Rocha,-34.48,-54.33,46.11,93,0,3.58,UY,1601447602
517,Arrondissement de Rochefort,45.92,-1.0,60.8,82,0,3.36,FR,1601447602
518,Rockingham,42.97,-71.1,70.0,83,100,1.01,US,1601447476
519,Rodrigues Alves,-7.74,-72.65,70.5,96,58,2.3,BR,1601447603
520,Roebourne,-20.78,117.13,90.07,21,0,14.18,AU,1601447603
521,Romny,50.75,33.47,60.64,41,100,20.85,UA,1601447603
522,Rosendal,59.99,6.01,53.01,95,100,1.99,NO,1601447603
523,Rosetta,31.4,30.42,77.0,83,0,6.93,EG,1601447604
524,Rūdbār,30.15,62.6,71.53,19,54,8.66,AF,1601447604
525,Rudnya,54.95,31.09,51.8,76,100,8.95,RU,1601447604
526,Rurrenabaque,-14.44,-67.53,71.28,83,0,2.21,BO,1601447605
527,Russellville,35.28,-93.13,52.0,93,1,2.37,US,1601447605
528,Sabang,5.89,95.32,82.56,71,11,3.24,ID,1601447605
529,Sabha,27.04,14.43,87.35,20,0,12.1,LY,1601447606
530,Saint Anthony,45.02,-93.22,53.01,81,1,5.01,US,1601447606
531,Saint George,37.1,-113.58,69.01,14,1,4.7,US,1601447462
532,St. George's,12.06,-61.75,80.6,88,40,11.41,GD,1601447606
533,Saint-Joseph,-21.37,55.62,78.8,57,29,6.93,RE,1601447607
534,Saint-Paul,-21.01,55.27,78.8,69,75,18.34,RE,1601447607
535,Saint-Philippe,-21.36,55.77,78.8,57,38,6.93,RE,1601447608
536,Saint-Pierre,-21.34,55.48,78.8,57,24,6.93,RE,1601447608
537,Sakakah,29.97,40.21,82.4,17,0,3.36,SA,1601447608
538,Salalah,17.02,54.09,82.4,65,20,6.93,OM,1601447609
539,Saldanha,-33.01,17.94,46.4,81,1,3.36,ZA,1601447609
540,Salinas,36.68,-121.66,59.0,93,90,1.32,US,1601447609
541,Salinópolis,-0.61,-47.36,78.31,85,3,10.29,BR,1601447610
542,Samaná,19.21,-69.34,77.43,85,100,4.65,DO,1601447610
543,Sambava,-14.27,50.17,78.55,72,82,9.42,MG,1601447610
544,Samfya,-11.36,29.56,81.48,38,29,6.85,ZM,1601447611
545,San Andrés,12.58,-81.7,82.4,83,75,4.7,CO,1601447506
546,San Jose,37.34,-121.89,64.4,77,20,5.82,US,1601447451
547,San Martín,-33.08,-68.47,64.4,22,0,5.82,AR,1601447612
548,San Policarpo,12.18,125.51,85.24,73,100,5.93,PH,1601447612
549,San Quintín,30.48,-115.95,75.83,54,0,5.1,MX,1601447612
550,San Ramon,37.78,-121.98,68.0,77,1,5.82,US,1601447613
551,San-Pédro,4.75,-6.64,76.06,91,100,10.89,CI,1601447613
552,Santa Isabel Rio Negro,-0.41,-65.02,73.69,95,100,2.01,BR,1601447613
553,Santa Rosa,14.31,121.11,91.4,70,40,10.29,PH,1601447613
554,Santiago,-33.46,-70.65,48.0,75,46,1.77,CL,1601447614
555,Santiago de Cao,-7.96,-79.24,60.6,89,100,8.9,PE,1601447614
556,Santiago del Estero,-27.8,-64.26,68.58,52,0,7.23,AR,1601447615
557,São Filipe,14.9,-24.5,78.73,77,5,11.61,CV,1601447615
558,São Gabriel da Cachoeira,-0.13,-67.09,73.38,97,100,0.51,BR,1601447615
559,São Geraldo do Araguaia,-6.4,-48.55,74.8,84,28,1.57,BR,1601447616
560,São João da Barra,-21.64,-41.05,73.65,87,98,5.73,BR,1601447616
561,São José de Ribamar,-2.56,-44.05,80.6,78,40,11.41,BR,1601447616
562,São Tomé,0.34,6.73,77.05,74,57,7.47,ST,1601447616
563,Saskylakh,71.92,114.08,32.04,90,51,3.04,RU,1601447617
564,Seaham,54.84,-1.35,48.99,80,100,1.99,GB,1601447537
565,Sebastian,35.17,-94.27,55.4,87,1,2.17,US,1601447617
566,Sechura,-5.56,-80.82,62.02,83,92,7.67,PE,1601447618
567,Sembakung,3.82,117.25,90.84,55,81,4.07,ID,1601447618
568,Sémbé,1.65,14.58,75.78,80,14,3.31,CG,1601447618
569,Semnan,35.57,53.4,64.51,29,0,7.38,IR,1601447619
570,Senno,59.53,33.92,53.17,84,5,5.77,RU,1601447619
571,Sept-Îles,50.2,-66.38,57.2,100,90,4.34,CA,1601447619
572,Severo-Kuril'sk,50.68,156.12,53.28,77,77,7.18,RU,1601447339
573,Severobaykal'sk,55.65,109.32,45.57,64,100,6.33,RU,1601447620
574,Sharan,54.82,54.0,60.57,66,1,4.32,RU,1601447620
575,Shimanovsk,52.0,127.7,55.38,51,0,2.01,RU,1601447621
576,Shintomi,32.08,131.47,71.6,88,75,4.7,JP,1601447621
577,Shurugwi,-19.67,30.01,66.02,75,99,13.04,ZW,1601447621
578,Shushenskoye,53.33,91.94,44.6,45,20,8.95,RU,1601447622
579,Sibolga,1.74,98.78,86.61,61,10,5.75,ID,1601447597
580,Singkawang,0.9,109.0,85.53,70,52,7.16,ID,1601447622
581,Sinnamary,5.38,-52.95,77.74,87,99,5.99,GF,1601447622
582,Sioux Lookout,50.1,-91.92,44.6,100,40,6.93,CA,1601447623
583,Sistranda,63.73,8.83,53.6,87,40,11.41,NO,1601447623
584,Sitka,57.05,-135.33,57.2,62,20,13.87,US,1601447500
585,Sohag,26.56,31.69,80.6,39,0,6.93,EG,1601447623
586,Sola,-13.88,167.55,80.6,78,90,6.93,VU,1601447624
587,Sørland,67.67,12.69,51.8,100,75,16.11,NO,1601447624
588,Sorong,-0.88,131.25,83.35,71,46,7.07,ID,1601447348
589,Souillac,-20.52,57.52,75.2,78,75,12.75,MU,1601447625
590,Soure,-0.72,-48.52,78.98,83,2,9.19,BR,1601447625
591,Spartanburg,34.95,-81.93,55.99,66,1,4.7,US,1601447625
592,Spring Hill,28.48,-82.53,63.0,88,75,6.93,US,1601447625
593,Srandakan,-7.94,110.25,88.0,50,42,15.21,ID,1601447626
594,Stawell,-37.05,142.77,55.09,78,100,13.47,AU,1601447626
595,Stokmarknes,68.56,14.91,51.8,100,40,2.24,NO,1601447405
596,Stranraer,54.9,-5.03,55.99,93,100,19.46,GB,1601447627
597,Stromness,58.97,-3.3,51.8,81,40,26.4,GB,1601447389
598,Sturgeon Falls,46.36,-79.93,52.0,100,90,4.7,CA,1601447380
599,Sungai Raya,0.7,108.9,86.4,65,90,6.13,ID,1601447627
600,Sur,22.57,59.53,92.93,36,0,1.39,OM,1601447628
601,Svobodnyy,51.4,128.13,56.44,47,0,1.88,RU,1601447628
602,Syamzha,60.02,41.06,52.48,71,100,6.46,RU,1601447628
603,Tabou,4.42,-7.35,76.55,90,100,10.56,CI,1601447629
604,Takoradze,4.88,-1.76,76.19,91,100,8.79,GH,1601447589
605,Talcahuano,-36.72,-73.12,48.2,87,100,10.29,CL,1601447629
606,Talnakh,69.49,88.4,30.2,86,40,17.9,RU,1601447630
607,Taoudenni,22.68,-3.98,91.13,12,0,4.12,ML,1601447630
608,Tari,12.41,4.49,77.59,78,0,9.8,NG,1601447631
609,Tasiilaq,65.61,-37.64,30.2,80,100,1.12,GL,1601447631
610,Tateyama,34.98,139.87,78.01,53,40,9.17,JP,1601447632
611,Tawang Town,27.58,91.87,70.84,45,31,7.4,IN,1601447632
612,Te Anau,-45.42,167.72,40.08,88,30,1.23,NZ,1601447633
613,Tengzhou,35.08,117.15,76.68,47,62,2.8,CN,1601447633
614,Ternate,0.8,127.4,81.45,73,100,4.36,ID,1601447633
615,Tessalit,20.2,1.01,88.05,12,0,7.25,ML,1601447634
616,Teya,60.38,92.63,35.67,83,100,9.73,RU,1601447634
617,Tezu,27.92,96.17,93.51,43,0,3.13,IN,1601447635
618,Thompson,55.74,-97.86,44.6,100,75,5.82,CA,1601447407
619,Tiébissou,7.16,-5.23,73.4,94,75,4.7,CI,1601447635
620,Tiksi,71.69,128.87,33.64,95,100,12.53,RU,1601447394
621,Tilichiki,60.47,166.1,39.72,95,100,4.07,RU,1601447636
622,Tinskoy,56.15,96.92,38.48,70,100,4.97,RU,1601447636
623,Tobias Barreto,-11.18,-38.0,65.48,93,0,4.63,BR,1601447636
624,Tobol,52.68,62.58,55.83,59,8,6.24,KZ,1601447637
625,Tokur,53.13,132.9,44.71,66,99,0.45,RU,1601447637
626,Tonantins,-2.87,-67.8,72.77,97,100,0.87,BR,1601447637
627,Tongchuanshi,35.08,109.09,69.13,60,100,6.78,CN,1601447638
628,Tongren,27.72,109.19,67.03,85,100,4.63,CN,1601447638
629,Tongzi,28.78,105.09,80.78,57,62,2.82,CN,1601447639
630,Toora-Khem,52.47,96.11,42.78,59,100,11.18,RU,1601447639
631,Torbat-e Jām,35.24,60.62,61.12,27,0,2.3,IR,1601447639
632,Torbay,47.67,-52.73,64.99,100,75,11.41,CA,1601447395
633,Totness,5.88,-56.32,78.06,86,85,7.9,SR,1601447640
634,Trairi,-3.28,-39.27,77.13,76,83,13.29,BR,1601447640
635,Trelew,-43.25,-65.31,46.8,89,98,11.03,AR,1601447640
636,Tselinnoye,53.08,85.67,43.25,62,21,8.59,RU,1601447641
637,Tual,-5.67,132.75,81.39,81,100,15.1,ID,1601447641
638,Tuatapere,-46.13,167.68,48.99,84,100,5.99,NZ,1601447642
639,Tucano,-10.96,-38.79,64.44,95,4,4.85,BR,1601447642
640,Tucumã,-0.18,-50.05,76.37,87,16,5.82,BR,1601447642
641,Tuktoyaktuk,69.45,-133.04,37.4,93,75,2.24,CA,1601447359
642,Tungor,53.38,142.96,52.07,80,83,9.22,RU,1601447643
643,Tura,25.52,90.22,84.38,85,98,1.66,IN,1601447643
644,Turaif,31.67,38.66,82.4,34,0,11.41,SA,1601447644
645,Turgoyak,55.15,60.12,60.57,64,0,2.75,RU,1601447644
646,Turka,49.15,23.03,52.0,90,100,1.01,UA,1601447644
647,Tuy Hoa,13.08,109.3,90.86,58,92,6.51,VN,1601447448
648,Tymovskoye,50.85,142.66,52.27,75,3,4.85,RU,1601447645
649,Tzaneen,-23.83,30.16,59.0,82,75,14.99,ZA,1601447645
650,Uauá,-9.84,-39.48,63.82,89,0,10.65,BR,1601447645
651,Ukiah,39.15,-123.21,69.8,40,1,1.88,US,1601447402
652,Umarizal,-5.99,-37.81,67.24,87,0,7.36,BR,1601447646
653,Umluj,25.02,37.27,96.64,30,0,1.63,SA,1601447646
654,Upernavik,72.79,-56.15,23.72,91,89,10.07,GL,1601447647
655,Uruaçu,-14.52,-49.14,76.89,20,73,2.68,BR,1601447647
656,Ushuaia,-54.8,-68.3,32.0,94,75,17.22,AR,1601447375
657,Ust'-Barguzin,53.45,108.98,47.17,65,66,3.38,RU,1601447648
658,Uyuni,-20.46,-66.83,42.26,50,4,7.31,BO,1601447649
659,Vanimo,-2.67,141.3,84.04,72,100,5.95,PG,1601447649
660,Vao,-22.67,167.48,66.58,68,0,23.06,NC,1601447649
661,Vardø,70.37,31.11,50.0,100,75,3.36,NO,1601447394
662,Hong Kong,22.29,114.16,84.0,82,24,1.01,HK,1601447531
663,Vila Velha,-20.33,-40.29,79.0,88,20,8.05,BR,1601447650
664,Villamontes,-21.25,-63.5,73.15,49,0,4.36,BO,1601447651
665,Volchansk,59.94,60.08,59.22,59,0,2.73,RU,1601447528
666,Volksrust,-27.37,29.88,51.67,81,99,6.4,ZA,1601447651
667,Vung Tau,10.35,107.08,87.87,68,100,12.15,VN,1601447429
668,Wahiawā,21.5,-158.02,80.01,73,1,4.7,US,1601447652
669,Waitati,-45.75,170.57,51.01,68,85,15.99,NZ,1601447390
670,Wajir,1.75,40.06,83.8,49,13,16.87,KE,1601447653
671,Walvis Bay,-22.96,14.51,54.0,81,1,13.87,NA,1601447653
672,Wanaka,-44.7,169.15,38.88,74,10,3.91,NZ,1601447653
673,Waterlooville,50.88,-1.03,60.01,85,100,14.0,GB,1601447654
674,Wattegama,6.8,81.48,82.4,83,75,12.75,LK,1601447654
675,Wellington,-41.29,174.78,50.0,58,0,12.75,NZ,1601447488
676,West Bay,19.37,-81.42,82.99,88,43,7.38,KY,1601447655
677,Westport,41.14,-73.36,71.6,94,90,13.87,US,1601447643
678,Whitehorse,60.72,-135.05,44.6,52,90,9.17,CA,1601447502
679,Williams Lake,52.14,-122.14,48.2,93,5,8.05,CA,1601447543
680,Winston,28.03,-82.01,70.0,88,90,12.75,US,1601447655
681,Xapuri,-10.65,-68.5,72.27,96,100,2.53,BR,1601447656
682,Yanam,16.73,82.22,84.2,79,90,5.82,IN,1601447656
683,Yasnyy,51.03,59.87,58.66,63,9,11.52,RU,1601447586
684,Yei,4.09,30.68,73.2,86,100,5.01,SS,1601447657
685,Yenagoa,4.92,6.26,76.91,90,96,3.44,NG,1601447657
686,Yerbogachën,61.28,108.01,39.18,63,27,5.99,RU,1601447658
687,Yilan,24.76,121.75,77.0,99,100,1.01,TW,1601447658
688,Yulara,-25.24,130.99,87.8,18,0,8.05,AU,1601447659
689,Yumen,40.28,97.2,63.27,28,0,13.51,CN,1601447659
690,Yuzhnyy,53.25,83.69,42.8,48,0,11.18,RU,1601447659
691,Zanzibar,-6.16,39.2,78.8,83,20,6.02,TZ,1601447660
692,Zapolyarnyy,69.42,30.81,48.2,100,75,6.93,RU,1601447660
693,Zeya,53.75,127.27,54.0,45,40,3.04,RU,1601447660
694,Zlobin,45.29,14.65,59.0,87,0,5.82,HR,1601447660
695,Zvishavane,-20.33,30.07,66.49,83,100,9.82,ZW,1601447589
